Fair_disc for classes 16 index 29 is: l2=0.11139519239576225 l1=0.19733333333333333 IS=0.06485780885780884 Specificity=0.049333333333333326, , wd=0.1973333333333333, wds=0.06485780885780884 
Fair_disc for classes 16 index 30 is: l2=0.1273814435189323 l1=0.22362869198312238 IS=0.05895960579504883 Specificity=0.039662447257383965, , wd=0.22362869198312238, wds=0.05895960579504883 
Fair_disc for classes 16 index 31 is: l2=0.1434854345873451 l1=0.26753246753246757 IS=0.06487451941997396 Specificity=0.04112554112554112, , wd=0.26753246753246757, wds=0.06487451941997396 
Fair_disc for classes 16 index 32 is: l2=0.15895170161864144 l1=0.28398268398268395 IS=0.07725607725607725 Specificity=0.05303030303030304, , wd=0.28398268398268395, wds=0.07725607725607725 
Fair_disc for classes 16 index 33 is: l2=0.1211747596475028 l1=0.20512820512820515 IS=0.05948239794393641 Specificity=0.042414529914529916, , wd=0.20512820512820515, wds=0.05948239794393641 
Fair_disc for classes 16 index 34 is: l2=0.18215800031192966 l1=0.29783549783549784 IS=0.10273363000635725 Specificity=0.07987012987012986, , wd=0.29783549783549784, wds=0.10273363000635725 
Fair_disc for classes 16 index 35 is: l2=0.21008957316586027 l1=0.3692307692307692 IS=0.13034486880640728 Specificity=0.10235042735042736, , wd=0.3692307692307692, wds=0.13034486880640728 
Fair_disc for classes 16 index 36 is: l2=0.16119947314155308 l1=0.27272727272727265 IS=0.10261859352768443 Specificity=0.08268398268398269, , wd=0.2727272727272727, wds=0.10261859352768443 
Fair_disc for classes 16 index 37 is: l2=0.1645135562243832 l1=0.3116883116883117 IS=0.07967789785971602 Specificity=0.05248917748917746, , wd=0.31168831168831174, wds=0.07967789785971602 
Fair_disc for classes 16 index 38 is: l2=0.14317337377616257 l1=0.25263157894736843 IS=0.0643847380689486 Specificity=0.042324561403508765, , wd=0.2526315789473684, wds=0.06438473806894858 
Fair_disc for classes 16 index 39 is: l2=0.15954724168979872 l1=0.2649789029535865 IS=0.08491930010917353 Specificity=0.0638185654008439, , wd=0.2649789029535865, wds=0.08491930010917353 
Fair_disc for classes 16 index 40 is: l2=0.1448963748908092 l1=0.23247863247863249 IS=0.09897794513179133 Specificity=0.08333333333333337, , wd=0.23247863247863249, wds=0.09897794513179133 
Fair_disc for classes 16 index 41 is: l2=0.14015808137383703 l1=0.23628691983122366 IS=0.05877666637160307 Specificity=0.03797468354430379, , wd=0.23628691983122366, wds=0.05877666637160307 
Fair_disc for classes 16 index 42 is: l2=0.16560351303163717 l1=0.27272727272727265 IS=0.08857203402657945 Specificity=0.06699134199134198, , wd=0.27272727272727265, wds=0.08857203402657945 
Fair_disc for classes 16 index 43 is: l2=0.12261308608840546 l1=0.20854700854700856 IS=0.059841013687167544 Specificity=0.04241452991452993, , wd=0.20854700854700856, wds=0.059841013687167544 
Fair_disc for classes 16 index 44 is: l2=0.12895783467331334 l1=0.22597402597402597 IS=0.06235582599218962 Specificity=0.04318181818181817, , wd=0.22597402597402597, wds=0.06235582599218962 
Fair_disc for classes 16 index 45 is: l2=0.12466908609868485 l1=0.20928270042194091 IS=0.05811572393850875 Specificity=0.04040084388185654, , wd=0.20928270042194094, wds=0.05811572393850875 
Fair_disc for classes 16 index 46 is: l2=0.14848198197079635 l1=0.24615384615384614 IS=0.08645030183491723 Specificity=0.06773504273504274, , wd=0.24615384615384617, wds=0.08645030183491724 
Fair_disc for classes 16 index 47 is: l2=0.1287161905709991 l1=0.210126582278481 IS=0.07029004750523737 Specificity=0.05390295358649788, , wd=0.21012658227848105, wds=0.07029004750523737 
Fair_disc for classes 16 index 48 is: l2=0.10696015278115245 l1=0.16962025316455698 IS=0.06934584402938831 Specificity=0.05759493670886075, , wd=0.16962025316455698, wds=0.06934584402938831 
Fair_disc for classes 16 index 49 is: l2=0.12544027219799886 l1=0.2188034188034188 IS=0.060247444862829486 Specificity=0.04166666666666667, , wd=0.21880341880341883, wds=0.060247444862829486 
Fair_disc for classes 16 index 50 is: l2=0.14121975762272054 l1=0.2581196581196581 IS=0.07536907536907538 Specificity=0.053952991452991456, , wd=0.2581196581196581, wds=0.07536907536907538 
Fair_disc for classes 16 index 51 is: l2=0.18116766745425256 l1=0.3177489177489177 IS=0.10530681439772349 Specificity=0.08041125541125542, , wd=0.3177489177489177, wds=0.10530681439772349 
Fair_disc for classes 16 index 52 is: l2=0.1273814435189323 l1=0.210126582278481 IS=0.0705733085479921 Specificity=0.054219409282700415, , wd=0.210126582278481, wds=0.0705733085479921 
Fair_disc for classes 16 index 53 is: l2=0.11524207720125246 l1=0.19316239316239311 IS=0.07218934911242605 Specificity=0.05801282051282053, , wd=0.1931623931623932, wds=0.07218934911242605 
Fair_disc for classes 16 index 54 is: l2=0.1576453963993784 l1=0.2735042735042735 IS=0.0751658597812444 Specificity=0.05192307692307693, , wd=0.2735042735042735, wds=0.0751658597812444 
Fair_disc for classes 16 index 55 is: l2=0.16687750377394428 l1=0.27848101265822783 IS=0.09851583016139978 Specificity=0.07742616033755274, , wd=0.27848101265822783, wds=0.09851583016139978 
Fair_disc for classes 16 index 56 is: l2=0.13616326202412055 l1=0.21880341880341883 IS=0.09907357599665294 Specificity=0.08504273504273506, , wd=0.2188034188034188, wds=0.09907357599665294 
Fair_disc for classes 16 index 57 is: l2=0.1916652443233673 l1=0.30295358649789034 IS=0.11184680298604349 Specificity=0.08945147679324894, , wd=0.3029535864978902, wds=0.11184680298604348 
Fair_disc for classes 16 index 58 is: l2=0.16418267275468842 l1=0.2598290598290598 IS=0.0992648377263762 Specificity=0.08044871794871797, , wd=0.25982905982905985, wds=0.0992648377263762 
Fair_disc for classes 16 index 59 is: l2=0.08758077577743247 l1=0.1435897435897436 IS=0.03189289343135497 Specificity=0.018803418803418806, , wd=0.14358974358974358, wds=0.03189289343135497 
Fair_disc for classes 16 index 60 is: l2=0.1275551244631249 l1=0.22597402597402597 IS=0.062258953168044064 Specificity=0.043073593073593056, , wd=0.22597402597402597, wds=0.062258953168044064 
Fair_disc for classes 16 index 61 is: l2=0.11879153882261682 l1=0.20606060606060606 IS=0.04806102987921171 Specificity=0.029545454545454555, , wd=0.20606060606060606, wds=0.04806102987921171 
Fair_disc for classes 16 index 62 is: l2=0.10535012444617546 l1=0.18312236286919834 IS=0.044702133309728234 Specificity=0.028481012658227833, , wd=0.18312236286919834, wds=0.044702133309728234 
Fair_disc for classes 16 index 63 is: l2=0.12675362714518204 l1=0.20701754385964913 IS=0.06254447307078885 Specificity=0.04561403508771929, , wd=0.20701754385964907, wds=0.06254447307078885 
Fair_disc for classes 16 index 64 is: l2=0.14317337377616257 l1=0.2245614035087719 IS=0.08911789964421543 Specificity=0.07324561403508771, , wd=0.22456140350877193, wds=0.08911789964421543 
Fair_disc for classes 16 index 65 is: l2=0.13616326202412055 l1=0.2341880341880342 IS=0.07343255035562728 Specificity=0.054594017094017094, , wd=0.2341880341880342, wds=0.07343255035562728 
Fair_disc for classes 16 index 66 is: l2=0.18780945531330012 l1=0.31228070175438594 IS=0.10509139982824192 Specificity=0.08081140350877192, , wd=0.3122807017543859, wds=0.10509139982824191 
Fair_disc for classes 16 index 67 is: l2=0.16668634279762082 l1=0.28658008658008655 IS=0.07704416795325886 Specificity=0.05248917748917749, , wd=0.2865800865800866, wds=0.07704416795325886 
Fair_disc for classes 16 index 68 is: l2=0.16476290360524765 l1=0.2842105263157895 IS=0.09223408170776592 Specificity=0.06973684210526317, , wd=0.2842105263157895, wds=0.09223408170776592 
Fair_disc for classes 16 index 69 is: l2=0.12261308608840545 l1=0.19316239316239317 IS=0.07132867132867134 Specificity=0.05705128205128206, , wd=0.19316239316239311, wds=0.07132867132867132 
Fair_disc for classes 16 index 70 is: l2=0.14368128949868617 l1=0.24957264957264957 IS=0.060892953200645514 Specificity=0.03878205128205128, , wd=0.24957264957264957, wds=0.060892953200645514 
Fair_disc for classes 16 index 71 is: l2=0.13165611772087665 l1=0.24000000000000002 IS=0.0718881118881119 Specificity=0.05218750000000001, , wd=0.24000000000000002, wds=0.0718881118881119 
Fair_disc for classes 16 index 72 is: l2=0.12553801302603615 l1=0.21728395061728395 IS=0.05566778900112234 Specificity=0.0367283950617284, , wd=0.21728395061728395, wds=0.05566778900112234 
Fair_disc for classes 16 index 73 is: l2=0.13486951998341454 l1=0.2188034188034188 IS=0.08539836232143924 Specificity=0.06976495726495727, , wd=0.2188034188034188, wds=0.08539836232143924 
Fair_disc for classes 16 index 74 is: l2=0.1508250376395153 l1=0.25982905982905985 IS=0.0872153487538103 Specificity=0.0669871794871795, , wd=0.25982905982905985, wds=0.0872153487538103 
Fair_disc for classes 16 index 75 is: l2=0.14015808137383703 l1=0.23797468354430382 IS=0.059236965566079484 Specificity=0.03829113924050631, , wd=0.23797468354430382, wds=0.059236965566079484 
Fair_disc for classes 16 index 76 is: l2=0.18439349604688754 l1=0.3172995780590718 IS=0.09975509722345167 Specificity=0.07426160337552744, , wd=0.3172995780590718, wds=0.09975509722345167 
Fair_disc for classes 16 index 77 is: l2=0.13384021840533789 l1=0.23157894736842102 IS=0.06345233713654765 Specificity=0.04374999999999998, , wd=0.23157894736842102, wds=0.06345233713654765 
Fair_disc for classes 16 index 78 is: l2=0.1709490867555346 l1=0.32554112554112546 IS=0.08006538915629821 Specificity=0.051298701298701274, , wd=0.3255411255411256, wds=0.08006538915629823 
Fair_disc for classes 16 index 79 is: l2=0.12261308608840545 l1=0.20683760683760685 IS=0.07247624170701093 Specificity=0.056730769230769224, , wd=0.20683760683760688, wds=0.07247624170701093 
Fair_disc for classes 16 index 80 is: l2=0.10786263964167997 l1=0.1719298245614035 IS=0.06102318733897679 Specificity=0.04802631578947367, , wd=0.1719298245614035, wds=0.06102318733897679 
Fair_disc for classes 16 index 81 is: l2=0.08911175508210732 l1=0.1614035087719298 IS=0.035480309164519656 Specificity=0.020723684210526283, , wd=0.1614035087719298, wds=0.035480309164519656 
Fair_disc for classes 16 index 82 is: l2=0.14824301876686038 l1=0.25614035087719295 IS=0.07751196172248802 Specificity=0.056578947368421034, , wd=0.256140350877193, wds=0.07751196172248802 
Fair_disc for classes 16 index 83 is: l2=0.14368128949868617 l1=0.21880341880341883 IS=0.09802163648317495 Specificity=0.08386752136752137, , wd=0.21880341880341886, wds=0.09802163648317495 
Fair_disc for classes 16 index 84 is: l2=0.12909944487358055 l1=0.22666666666666666 IS=0.0704895104895105 Specificity=0.05218750000000001, , wd=0.22666666666666666, wds=0.0704895104895105 
Fair_disc for classes 16 index 85 is: l2=0.17251412136058422 l1=0.2717948717948718 IS=0.09994620763851535 Specificity=0.07980769230769233, , wd=0.2717948717948718, wds=0.09994620763851535 
Fair_disc for classes 16 index 86 is: l2=0.13392221609457122 l1=0.210126582278481 IS=0.08284795373402969 Specificity=0.06793248945147679, , wd=0.210126582278481, wds=0.08284795373402969 
Fair_disc for classes 16 index 87 is: l2=0.12516655570345725 l1=0.21333333333333335 IS=0.05678321678321679 Specificity=0.0384375, , wd=0.21333333333333335, wds=0.05678321678321679 
Fair_disc for classes 16 index 88 is: l2=0.11467171444467711 l1=0.19662447257383964 IS=0.05773214127644507 Specificity=0.041455696202531644, , wd=0.19662447257383966, wds=0.05773214127644507 
Fair_disc for classes 16 index 89 is: l2=0.12029647976009776 l1=0.19826839826839826 IS=0.06070898798171524 Specificity=0.04458874458874458, , wd=0.19826839826839826, wds=0.06070898798171524 
Fair_disc for classes 16 index 90 is: l2=0.16377614166719864 l1=0.29029535864978906 IS=0.08672508925673482 Specificity=0.06286919831223628, , wd=0.29029535864978906, wds=0.08672508925673482 
Fair_disc for classes 16 index 91 is: l2=0.1303454505169089 l1=0.2424242424242424 IS=0.06350013622740895 Specificity=0.04253246753246752, , wd=0.24242424242424246, wds=0.06350013622740895 
Fair_disc for classes 16 index 92 is: l2=0.12029647976009777 l1=0.2173160173160173 IS=0.048951048951048945 Specificity=0.029220779220779217, , wd=0.2173160173160173, wds=0.048951048951048945 
Fair_disc for classes 16 index 93 is: l2=0.20330385317812374 l1=0.35555555555555557 IS=0.12996234534696074 Specificity=0.10352564102564103, , wd=0.35555555555555557, wds=0.12996234534696074 
Fair_disc for classes 16 index 94 is: l2=0.11415774023414389 l1=0.19826839826839826 IS=0.061193352102443 Specificity=0.04512987012987012, , wd=0.19826839826839826, wds=0.061193352102443 
Fair_disc for classes 16 index 95 is: l2=0.13871455199089466 l1=0.25811965811965815 IS=0.07575159882852191 Specificity=0.05438034188034188, , wd=0.2581196581196581, wds=0.07575159882852191 
Fair_disc for classes 16 index 96 is: l2=0.09886491446783764 l1=0.15555555555555553 IS=0.05753391907238063 Specificity=0.046047008547008564, , wd=0.15555555555555553, wds=0.05753391907238063 
Fair_disc for classes 16 index 97 is: l2=0.17969928651410785 l1=0.30295358649789034 IS=0.11231890472396801 Specificity=0.08997890295358649, , wd=0.3029535864978902, wds=0.11231890472396801 
Fair_disc for classes 16 index 98 is: l2=0.10076449216244583 l1=0.17056277056277053 IS=0.047146792601338056 Specificity=0.03268398268398269, , wd=0.17056277056277053, wds=0.047146792601338056 
Fair_disc for classes 16 index 99 is: l2=0.1645135562243832 l1=0.2372294372294372 IS=0.11352284079556808 Specificity=0.09902597402597405, , wd=0.2372294372294372, wds=0.11352284079556808 
Fair_disc for classes 16 index 100 is: l2=0.1309116034088601 l1=0.2205128205128205 IS=0.07276313430159582 Specificity=0.055448717948717946, , wd=0.2205128205128205, wds=0.07276313430159582 
Fair_disc for classes 16 index 101 is: l2=0.13871455199089466 l1=0.20512820512820512 IS=0.11112306496921882 Specificity=0.10010683760683761, , wd=0.20512820512820512, wds=0.11112306496921882 
Fair_disc for classes 16 index 102 is: l2=0.14015808137383703 l1=0.2244725738396625 IS=0.07028414623351333 Specificity=0.05221518987341772, , wd=0.22447257383966243, wds=0.07028414623351333 
Fair_disc for classes 16 index 103 is: l2=0.11761485117946291 l1=0.19746835443037977 IS=0.05753739930955119 Specificity=0.0411392405063291, , wd=0.19746835443037977, wds=0.05753739930955119 
Fair_disc for classes 16 index 104 is: l2=0.1396732970121357 l1=0.24242424242424238 IS=0.06224078951351676 Specificity=0.04112554112554111, , wd=0.24242424242424246, wds=0.06224078951351677 
Fair_disc for classes 16 index 105 is: l2=0.1352129745122645 l1=0.2421052631578947 IS=0.06436020120230647 Specificity=0.04353070175438596, , wd=0.2421052631578947, wds=0.06436020120230647 
Fair_disc for classes 16 index 106 is: l2=0.16992227032455529 l1=0.3037974683544304 IS=0.10051046000413091 Specificity=0.07668776371308018, , wd=0.30379746835443033, wds=0.1005104600041309 
Fair_disc for classes 16 index 107 is: l2=0.145730243209089 l1=0.24561403508771926 IS=0.06345233713654766 Specificity=0.04210526315789473, , wd=0.24561403508771926, wds=0.06345233713654766 
Fair_disc for classes 16 index 108 is: l2=0.12895783467331332 l1=0.17835497835497835 IS=0.09853177125904398 Specificity=0.08917748917748917, , wd=0.17835497835497835, wds=0.09853177125904398 
Fair_disc for classes 16 index 109 is: l2=0.14965809525203957 l1=0.23418803418803422 IS=0.09829657521965215 Specificity=0.08237179487179488, , wd=0.2341880341880342, wds=0.09829657521965215 
Fair_disc for classes 16 index 110 is: l2=0.12470237801722393 l1=0.20346320346320343 IS=0.060382042200224015 Specificity=0.04361471861471862, , wd=0.20346320346320346, wds=0.06038204220022403 
Fair_disc for classes 16 index 111 is: l2=0.13871455199089466 l1=0.2341880341880342 IS=0.07314565776104237 Specificity=0.05427350427350426, , wd=0.2341880341880342, wds=0.07314565776104237 
Fair_disc for classes 16 index 112 is: l2=0.1472964781163597 l1=0.24786324786324787 IS=0.07362381208535056 Specificity=0.05320512820512821, , wd=0.24786324786324787, wds=0.07362381208535056 
Fair_disc for classes 16 index 113 is: l2=0.14719601443879746 l1=0.26666666666666666 IS=0.07198135198135197 Specificity=0.04916666666666665, , wd=0.26666666666666666, wds=0.07198135198135197 
Fair_disc for classes 16 index 114 is: l2=0.1296347593116573 l1=0.23157894736842102 IS=0.05088946141577718 Specificity=0.029714912280701736, , wd=0.23157894736842105, wds=0.05088946141577719 
Fair_disc for classes 16 index 115 is: l2=0.1540980029724881 l1=0.2759493670886076 IS=0.08701425157121362 Specificity=0.064873417721519, , wd=0.27594936708860757, wds=0.0870142515712136 
Fair_disc for classes 16 index 116 is: l2=0.14597156103971742 l1=0.283982683982684 IS=0.06630944812762994 Specificity=0.040800865800865796, , wd=0.28398268398268395, wds=0.06630944812762994 
Fair_disc for classes 16 index 117 is: l2=0.10438227916241063 l1=0.2 IS=0.0375659428291007 Specificity=0.01853070175438594, , wd=0.19999999999999998, wds=0.0375659428291007 
Fair_disc for classes 16 index 118 is: l2=0.15875363778638213 l1=0.28717948717948716 IS=0.07583527583527581 Specificity=0.051068376068376053, , wd=0.28717948717948716, wds=0.07583527583527581 
Fair_disc for classes 16 index 119 is: l2=0.14137225094246023 l1=0.23713080168776374 IS=0.08445309964297305 Specificity=0.06656118143459915, , wd=0.2371308016877637, wds=0.08445309964297305 
Fair_disc for classes 16 index 120 is: l2=0.14137225094246023 l1=0.2379746835443038 IS=0.05876486382815497 Specificity=0.03776371308016878, , wd=0.23797468354430382, wds=0.05876486382815497 
Fair_disc for classes 16 index 121 is: l2=0.13540064007726602 l1=0.2533333333333333 IS=0.04717948717948717 Specificity=0.023020833333333324, , wd=0.25333333333333335, wds=0.047179487179487174 
Fair_disc for classes 16 index 122 is: l2=0.1663046693326992 l1=0.26153846153846155 IS=0.11225868148945072 Specificity=0.09476495726495726, , wd=0.26153846153846155, wds=0.11225868148945072 
Fair_disc for classes 16 index 123 is: l2=0.17613249841151682 l1=0.28398268398268395 IS=0.11619895256258891 Specificity=0.09653679653679653, , wd=0.283982683982684, wds=0.11619895256258894 
Fair_disc for classes 16 index 124 is: l2=0.1453679877134297 l1=0.2391111111111111 IS=0.09191608391608393 Specificity=0.07466666666666669, , wd=0.23911111111111114, wds=0.09191608391608393 
Fair_disc for classes 16 index 125 is: l2=0.13575415226710852 l1=0.22857142857142854 IS=0.07473738382829291 Specificity=0.056709956709956696, , wd=0.2285714285714286, wds=0.07473738382829291 
Fair_disc for classes 16 index 126 is: l2=0.188971133232321 l1=0.3181434599156118 IS=0.11287362426602934 Specificity=0.08881856540084387, , wd=0.3181434599156118, wds=0.11287362426602934 
Fair_disc for classes 16 index 127 is: l2=0.16418267275468845 l1=0.30085470085470084 IS=0.1034725957802881 Specificity=0.08034188034188035, , wd=0.30085470085470084, wds=0.1034725957802881 
Fair_disc for classes 16 index 128 is: l2=0.14473383600784448 l1=0.2398268398268398 IS=0.1018799382435746 Specificity=0.0857142857142857, , wd=0.23982683982683983, wds=0.1018799382435746 
Fair_disc for classes 16 index 129 is: l2=0.1434854345873451 l1=0.24761904761904757 IS=0.07557291193654829 Specificity=0.05541125541125541, , wd=0.24761904761904763, wds=0.0755729119365483 
Fair_disc for classes 16 index 130 is: l2=0.15071390592922476 l1=0.2807017543859649 IS=0.066543982333456 Specificity=0.04144736842105262, , wd=0.2807017543859649, wds=0.066543982333456 
Fair_disc for classes 16 index 131 is: l2=0.12403473458920845 l1=0.20683760683760682 IS=0.05918355149124381 Specificity=0.0418803418803419, , wd=0.20683760683760685, wds=0.05918355149124381 
Fair_disc for classes 16 index 132 is: l2=0.1831429780921652 l1=0.28917748917748914 IS=0.11490327853964219 Specificity=0.0944805194805195, , wd=0.2891774891774892, wds=0.11490327853964219 
Fair_disc for classes 16 index 133 is: l2=0.17352742887885778 l1=0.28888888888888886 IS=0.10030482338174646 Specificity=0.0782051282051282, , wd=0.28888888888888886, wds=0.10030482338174646 
Fair_disc for classes 16 index 134 is: l2=0.1645135562243832 l1=0.27272727272727265 IS=0.10232797505524777 Specificity=0.08235930735930735, , wd=0.2727272727272727, wds=0.10232797505524777 
Fair_disc for classes 16 index 135 is: l2=0.13997275963031977 l1=0.2341880341880342 IS=0.07285876516645748 Specificity=0.053952991452991456, , wd=0.2341880341880342, wds=0.07285876516645748 
Fair_disc for classes 16 index 136 is: l2=0.13486951998341454 l1=0.23247863247863249 IS=0.07363576594345823 Specificity=0.055021367521367506, , wd=0.23247863247863249, wds=0.07363576594345823 
Fair_disc for classes 16 index 137 is: l2=0.1729134310534601 l1=0.3172995780590717 IS=0.088519075860848 Specificity=0.06170886075949367, , wd=0.31729957805907166, wds=0.088519075860848 
Fair_disc for classes 16 index 138 is: l2=0.1197191541531154 l1=0.2188034188034188 IS=0.060916860916860924 Specificity=0.04241452991452993, , wd=0.2188034188034188, wds=0.060916860916860924 
Fair_disc for classes 16 index 139 is: l2=0.14965809525203957 l1=0.2581196581196581 IS=0.07441276672045903 Specificity=0.05288461538461539, , wd=0.25811965811965815, wds=0.07441276672045903 
Fair_disc for classes 16 index 140 is: l2=0.16992227032455529 l1=0.2911392405063291 IS=0.07350033932312415 Specificity=0.04799578059071731, , wd=0.2911392405063291, wds=0.07350033932312415 
Fair_disc for classes 16 index 141 is: l2=0.16735557817518684 l1=0.26153846153846155 IS=0.11216305062458909 Specificity=0.09465811965811965, , wd=0.26153846153846155, wds=0.11216305062458909 
Fair_disc for classes 16 index 142 is: l2=0.1565293087617284 l1=0.2871794871794872 IS=0.06321200167354014 Specificity=0.03696581196581197, , wd=0.2871794871794872, wds=0.06321200167354014 
Fair_disc for classes 16 index 143 is: l2=0.15789473684210523 l1=0.2596491228070175 IS=0.07689854005643477 Specificity=0.055482456140350855, , wd=0.2596491228070175, wds=0.07689854005643477 
Fair_disc for classes 16 index 144 is: l2=0.14222607563978187 l1=0.2424242424242424 IS=0.0886870705052523 Specificity=0.07067099567099565, , wd=0.24242424242424246, wds=0.0886870705052523 
Fair_disc for classes 16 index 145 is: l2=0.1275551244631249 l1=0.20606060606060606 IS=0.06036387854569673 Specificity=0.043290043290043295, , wd=0.20606060606060606, wds=0.06036387854569673 
Fair_disc for classes 16 index 146 is: l2=0.21912509995947316 l1=0.41097046413502114 IS=0.132147177716798 Specificity=0.09947257383966245, , wd=0.41097046413502114, wds=0.132147177716798 
Fair_disc for classes 16 index 147 is: l2=0.15652930876172838 l1=0.2854700854700855 IS=0.07642101488255333 Specificity=0.051923076923076905, , wd=0.2854700854700855, wds=0.07642101488255333 
Fair_disc for classes 16 index 148 is: l2=0.16119947314155308 l1=0.25627705627705627 IS=0.11474586020040566 Specificity=0.09816017316017316, , wd=0.25627705627705627, wds=0.11474586020040566 
