Fair_disc for classes 16 index 30 is: l2=0.007708534521323211 l1=0.026206487341772153 IS=0.03293446729957806 Specificity=0.039662447257383965, wd=0.026206487341772153, wds=0.03293446729957806 
Fair_disc for classes 16 index 31 is: l2=0.008683073415314395 l1=0.03135146103896104 IS=0.03623850108225108 Specificity=0.04112554112554112, wd=0.03135146103896104, wds=0.03623850108225108 
Fair_disc for classes 16 index 32 is: l2=0.009619020206567639 l1=0.033279220779220776 IS=0.043154761904761904 Specificity=0.05303030303030304, wd=0.033279220779220776, wds=0.043154761904761904 
Fair_disc for classes 16 index 33 is: l2=0.007332934782741638 l1=0.02403846153846154 IS=0.033226495726495726 Specificity=0.042414529914529916, wd=0.02403846153846154, wds=0.033226495726495726 
Fair_disc for classes 16 index 34 is: l2=0.011023357837289829 l1=0.0349025974025974 IS=0.057386363636363624 Specificity=0.07987012987012986, wd=0.0349025974025974, wds=0.057386363636363624 
Fair_disc for classes 16 index 35 is: l2=0.012713647157550023 l1=0.04326923076923077 IS=0.07280982905982906 Specificity=0.10235042735042736, wd=0.04326923076923077, wds=0.07280982905982906 
Fair_disc for classes 16 index 36 is: l2=0.009755044920228826 l1=0.031960227272727265 IS=0.05732210497835498 Specificity=0.08268398268398269, wd=0.03196022727272727, wds=0.05732210497835498 
Fair_disc for classes 16 index 37 is: l2=0.009955597866912401 l1=0.036525974025974024 IS=0.044507575757575746 Specificity=0.05248917748917746, wd=0.03652597402597403, wds=0.044507575757575746 
Fair_disc for classes 16 index 38 is: l2=0.00866418894149074 l1=0.02960526315789474 IS=0.035964912280701755 Specificity=0.042324561403508765, wd=0.02960526315789473, wds=0.03596491228070175 
Fair_disc for classes 16 index 39 is: l2=0.009655059531217503 l1=0.031052215189873417 IS=0.047435390295358655 Specificity=0.0638185654008439, wd=0.031052215189873417, wds=0.047435390295358655 
Fair_disc for classes 16 index 40 is: l2=0.008768456982467665 l1=0.027243589743589744 IS=0.05528846153846156 Specificity=0.08333333333333337, wd=0.027243589743589744, wds=0.05528846153846156 
Fair_disc for classes 16 index 41 is: l2=0.008481717421832107 l1=0.02768987341772152 IS=0.03283227848101265 Specificity=0.03797468354430379, wd=0.02768987341772152, wds=0.03283227848101265 
Fair_disc for classes 16 index 42 is: l2=0.010021557000702714 l1=0.031960227272727265 IS=0.04947578463203462 Specificity=0.06699134199134198, wd=0.031960227272727265, wds=0.04947578463203462 
Fair_disc for classes 16 index 43 is: l2=0.007419975631992042 l1=0.024439102564102564 IS=0.033426816239316245 Specificity=0.04241452991452993, wd=0.024439102564102564, wds=0.033426816239316245 
Fair_disc for classes 16 index 44 is: l2=0.0078039304070736245 l1=0.026481331168831168 IS=0.03483157467532467 Specificity=0.04318181818181817, wd=0.026481331168831168, wds=0.03483157467532467 
Fair_disc for classes 16 index 45 is: l2=0.007544395222611016 l1=0.0245253164556962 IS=0.03246308016877637 Specificity=0.04040084388185654, wd=0.024525316455696205, wds=0.03246308016877637 
Fair_disc for classes 16 index 46 is: l2=0.00898544130288694 l1=0.028846153846153844 IS=0.04829059829059829 Specificity=0.06773504273504274, wd=0.028846153846153848, wds=0.0482905982905983 
Fair_disc for classes 16 index 47 is: l2=0.0077893072260740576 l1=0.024624208860759493 IS=0.03926358122362869 Specificity=0.05390295358649788, wd=0.024624208860759497, wds=0.03926358122362869 
Fair_disc for classes 16 index 48 is: l2=0.0064727326629563185 l1=0.01987737341772152 IS=0.03873615506329113 Specificity=0.05759493670886075, wd=0.01987737341772152, wds=0.03873615506329113 
Fair_disc for classes 16 index 49 is: l2=0.007591063830727732 l1=0.02564102564102564 IS=0.03365384615384616 Specificity=0.04166666666666667, wd=0.025641025641025644, wds=0.03365384615384616 
Fair_disc for classes 16 index 50 is: l2=0.008545965147316321 l1=0.030248397435897433 IS=0.04210069444444445 Specificity=0.053952991452991456, wd=0.030248397435897433, wds=0.04210069444444445 
Fair_disc for classes 16 index 51 is: l2=0.010963427483149431 l1=0.037236201298701296 IS=0.05882372835497836 Specificity=0.08041125541125542, wd=0.037236201298701296, wds=0.05882372835497836 
Fair_disc for classes 16 index 52 is: l2=0.007708534521323211 l1=0.024624208860759493 IS=0.03942180907172996 Specificity=0.054219409282700415, wd=0.024624208860759493, wds=0.03942180907172996 
Fair_disc for classes 16 index 53 is: l2=0.006973916340356254 l1=0.022636217948717945 IS=0.04032451923076924 Specificity=0.05801282051282053, wd=0.02263621794871795, wds=0.04032451923076924 
Fair_disc for classes 16 index 54 is: l2=0.009539968669704052 l1=0.03205128205128205 IS=0.04198717948717949 Specificity=0.05192307692307693, wd=0.03205128205128205, wds=0.04198717948717949 
Fair_disc for classes 16 index 55 is: l2=0.010098653015205494 l1=0.032634493670886076 IS=0.055030327004219406 Specificity=0.07742616033755274, wd=0.032634493670886076, wds=0.055030327004219406 
Fair_disc for classes 16 index 56 is: l2=0.00823996947163587 l1=0.025641025641025644 IS=0.05534188034188035 Specificity=0.08504273504273506, wd=0.02564102564102564, wds=0.05534188034188035 
Fair_disc for classes 16 index 57 is: l2=0.011598692176737143 l1=0.03550237341772152 IS=0.062476925105485234 Specificity=0.08945147679324894, wd=0.035502373417721514, wds=0.06247692510548523 
Fair_disc for classes 16 index 58 is: l2=0.009935574333042664 l1=0.030448717948717945 IS=0.05544871794871796 Specificity=0.08044871794871797, wd=0.030448717948717948, wds=0.05544871794871796 
Fair_disc for classes 16 index 59 is: l2=0.00529998259428003 l1=0.01682692307692308 IS=0.017815170940170943 Specificity=0.018803418803418806, wd=0.016826923076923076, wds=0.01781517094017094 
Fair_disc for classes 16 index 60 is: l2=0.007719044887017141 l1=0.026481331168831168 IS=0.03477746212121211 Specificity=0.043073593073593056, wd=0.026481331168831168, wds=0.03477746212121211 
Fair_disc for classes 16 index 61 is: l2=0.007188713305161669 l1=0.024147727272727272 IS=0.026846590909090914 Specificity=0.029545454545454555, wd=0.024147727272727272, wds=0.026846590909090914 
Fair_disc for classes 16 index 62 is: l2=0.006375301210951819 l1=0.02145965189873418 IS=0.024970332278481007 Specificity=0.028481012658227833, wd=0.02145965189873418, wds=0.024970332278481007 
Fair_disc for classes 16 index 63 is: l2=0.007670541984448038 l1=0.02425986842105263 IS=0.03493695175438596 Specificity=0.04561403508771929, wd=0.024259868421052627, wds=0.03493695175438596 
Fair_disc for classes 16 index 64 is: l2=0.00866418894149074 l1=0.02631578947368421 IS=0.04978070175438596 Specificity=0.07324561403508771, wd=0.026315789473684213, wds=0.04978070175438596 
Fair_disc for classes 16 index 65 is: l2=0.00823996947163587 l1=0.027443910256410256 IS=0.041018963675213675 Specificity=0.054594017094017094, wd=0.027443910256410256, wds=0.041018963675213675 
Fair_disc for classes 16 index 66 is: l2=0.011365357698260898 l1=0.036595394736842105 IS=0.05870339912280701 Specificity=0.08081140350877192, wd=0.0365953947368421, wds=0.058703399122807004 
Fair_disc for classes 16 index 67 is: l2=0.01008708483899072 l1=0.03358360389610389 IS=0.04303639069264069 Specificity=0.05248917748917749, wd=0.033583603896103896, wds=0.04303639069264069 
Fair_disc for classes 16 index 68 is: l2=0.00997068721462347 l1=0.03330592105263158 IS=0.051521381578947374 Specificity=0.06973684210526317, wd=0.03330592105263158, wds=0.051521381578947374 
Fair_disc for classes 16 index 69 is: l2=0.007419975631992041 l1=0.022636217948717948 IS=0.039843750000000004 Specificity=0.05705128205128206, wd=0.022636217948717945, wds=0.03984375 
Fair_disc for classes 16 index 70 is: l2=0.008694925646719033 l1=0.029246794871794872 IS=0.03401442307692308 Specificity=0.03878205128205128, wd=0.029246794871794872, wds=0.03401442307692308 
Fair_disc for classes 16 index 71 is: l2=0.007967217989988727 l1=0.028125 IS=0.040156250000000004 Specificity=0.05218750000000001, wd=0.028125, wds=0.040156250000000004 
Fair_disc for classes 16 index 72 is: l2=0.007596978652590747 l1=0.02546296296296296 IS=0.03109567901234568 Specificity=0.0367283950617284, wd=0.02546296296296296, wds=0.03109567901234568 
Fair_disc for classes 16 index 73 is: l2=0.008161678200105514 l1=0.02564102564102564 IS=0.04770299145299145 Specificity=0.06976495726495727, wd=0.02564102564102564, wds=0.04770299145299145 
Fair_disc for classes 16 index 74 is: l2=0.009127232171389837 l1=0.030448717948717948 IS=0.048717948717948725 Specificity=0.0669871794871795, wd=0.03044871794871795, wds=0.048717948717948725 
Fair_disc for classes 16 index 75 is: l2=0.008481717421832107 l1=0.027887658227848104 IS=0.03308939873417721 Specificity=0.03829113924050631, wd=0.027887658227848104, wds=0.03308939873417721 
Fair_disc for classes 16 index 76 is: l2=0.011158639677164978 l1=0.03718354430379747 IS=0.055722573839662455 Specificity=0.07426160337552744, wd=0.03718354430379747, wds=0.055722573839662455 
Fair_disc for classes 16 index 77 is: l2=0.008099389639634955 l1=0.02713815789473684 IS=0.03544407894736841 Specificity=0.04374999999999998, wd=0.02713815789473684, wds=0.03544407894736841 
Fair_disc for classes 16 index 78 is: l2=0.010345046344586757 l1=0.03814935064935064 IS=0.04472402597402596 Specificity=0.051298701298701274, wd=0.038149350649350655, wds=0.044724025974025965 
Fair_disc for classes 16 index 79 is: l2=0.007419975631992041 l1=0.024238782051282052 IS=0.040484775641025636 Specificity=0.056730769230769224, wd=0.024238782051282055, wds=0.040484775641025636 
Fair_disc for classes 16 index 80 is: l2=0.0065273469845343515 l1=0.02014802631578947 IS=0.034087171052631565 Specificity=0.04802631578947367, wd=0.02014802631578947, wds=0.034087171052631565 
Fair_disc for classes 16 index 81 is: l2=0.0053926303653799345 l1=0.018914473684210523 IS=0.019819078947368403 Specificity=0.020723684210526283, wd=0.018914473684210523, wds=0.019819078947368403 
Fair_disc for classes 16 index 82 is: l2=0.008970980357430686 l1=0.03001644736842105 IS=0.04329769736842104 Specificity=0.056578947368421034, wd=0.030016447368421052, wds=0.04329769736842104 
Fair_disc for classes 16 index 83 is: l2=0.008694925646719033 l1=0.025641025641025644 IS=0.05475427350427351 Specificity=0.08386752136752137, wd=0.025641025641025647, wds=0.05475427350427351 
Fair_disc for classes 16 index 84 is: l2=0.0078125 l1=0.0265625 IS=0.03937500000000001 Specificity=0.05218750000000001, wd=0.0265625, wds=0.03937500000000001 
Fair_disc for classes 16 index 85 is: l2=0.010439754984611686 l1=0.031850961538461536 IS=0.05582932692307693 Specificity=0.07980769230769233, wd=0.031850961538461536, wds=0.05582932692307693 
Fair_disc for classes 16 index 86 is: l2=0.008104351759710395 l1=0.024624208860759493 IS=0.04627834915611814 Specificity=0.06793248945147679, wd=0.024624208860759493, wds=0.04627834915611814 
Fair_disc for classes 16 index 87 is: l2=0.007574499777213015 l1=0.025 IS=0.031718750000000004 Specificity=0.0384375, wd=0.025, wds=0.031718750000000004 
Fair_disc for classes 16 index 88 is: l2=0.0069394006300826086 l1=0.023041930379746833 IS=0.03224881329113924 Specificity=0.041455696202531644, wd=0.023041930379746837, wds=0.03224881329113924 
Fair_disc for classes 16 index 89 is: l2=0.007279785354972442 l1=0.02323457792207792 IS=0.03391166125541125 Specificity=0.04458874458874458, wd=0.02323457792207792, wds=0.03391166125541125 
Fair_disc for classes 16 index 90 is: l2=0.009910972955986985 l1=0.03401898734177215 IS=0.048444092827004216 Specificity=0.06286919831223628, wd=0.03401898734177215, wds=0.048444092827004216 
Fair_disc for classes 16 index 91 is: l2=0.007887902486029549 l1=0.028409090909090908 IS=0.035470779220779215 Specificity=0.04253246753246752, wd=0.02840909090909091, wds=0.035470779220779215 
Fair_disc for classes 16 index 92 is: l2=0.0072797853549724425 l1=0.025466720779220776 IS=0.027343749999999997 Specificity=0.029220779220779217, wd=0.025466720779220776, wds=0.027343749999999997 
Fair_disc for classes 16 index 93 is: l2=0.012303006837166737 l1=0.04166666666666667 IS=0.07259615384615385 Specificity=0.10352564102564103, wd=0.04166666666666667, wds=0.07259615384615385 
Fair_disc for classes 16 index 94 is: l2=0.00690829729324237 l1=0.02323457792207792 IS=0.03418222402597402 Specificity=0.04512987012987012, wd=0.02323457792207792, wds=0.03418222402597402 
Fair_disc for classes 16 index 95 is: l2=0.008394361714646218 l1=0.030248397435897436 IS=0.04231436965811966 Specificity=0.05438034188034188, wd=0.030248397435897433, wds=0.04231436965811966 
Fair_disc for classes 16 index 96 is: l2=0.005982846363408686 l1=0.018229166666666664 IS=0.03213808760683762 Specificity=0.046047008547008564, wd=0.018229166666666664, wds=0.03213808760683762 
Fair_disc for classes 16 index 97 is: l2=0.010874567874913981 l1=0.03550237341772152 IS=0.06274063818565401 Specificity=0.08997890295358649, wd=0.035502373417721514, wds=0.06274063818565401 
Fair_disc for classes 16 index 98 is: l2=0.006097800000534383 l1=0.019987824675324672 IS=0.02633590367965368 Specificity=0.03268398268398269, wd=0.019987824675324672, wds=0.02633590367965368 
Fair_disc for classes 16 index 99 is: l2=0.009955597866912401 l1=0.027800324675324672 IS=0.06341314935064936 Specificity=0.09902597402597405, wd=0.027800324675324672, wds=0.06341314935064936 
Fair_disc for classes 16 index 100 is: l2=0.007922163434809771 l1=0.025841346153846152 IS=0.040645032051282046 Specificity=0.055448717948717946, wd=0.025841346153846152, wds=0.040645032051282046 
Fair_disc for classes 16 index 101 is: l2=0.008394361714646218 l1=0.024038461538461536 IS=0.062072649572649574 Specificity=0.10010683760683761, wd=0.024038461538461536, wds=0.062072649572649574 
Fair_disc for classes 16 index 102 is: l2=0.008481717421832107 l1=0.026305379746835448 IS=0.03926028481012658 Specificity=0.05221518987341772, wd=0.02630537974683544, wds=0.03926028481012658 
Fair_disc for classes 16 index 103 is: l2=0.0071175056231988065 l1=0.02314082278481013 IS=0.03214003164556961 Specificity=0.0411392405063291, wd=0.02314082278481013, wds=0.03214003164556961 
Fair_disc for classes 16 index 104 is: l2=0.008452380519341935 l1=0.028409090909090905 IS=0.034767316017316 Specificity=0.04112554112554111, wd=0.02840909090909091, wds=0.03476731601731601 
Fair_disc for classes 16 index 105 is: l2=0.008182462476205755 l1=0.028371710526315787 IS=0.035951206140350876 Specificity=0.04353070175438596, wd=0.028371710526315787, wds=0.035951206140350876 
Fair_disc for classes 16 index 106 is: l2=0.010282908173699335 l1=0.03560126582278481 IS=0.0561445147679325 Specificity=0.07668776371308018, wd=0.035601265822784806, wds=0.056144514767932495 
Fair_disc for classes 16 index 107 is: l2=0.008818918827930598 l1=0.0287828947368421 IS=0.03544407894736842 Specificity=0.04210526315789473, wd=0.0287828947368421, wds=0.03544407894736842 
Fair_disc for classes 16 index 108 is: l2=0.007803930407073624 l1=0.020900974025974024 IS=0.0550392316017316 Specificity=0.08917748917748917, wd=0.020900974025974024, wds=0.0550392316017316 
Fair_disc for classes 16 index 109 is: l2=0.00905661422712926 l1=0.02744391025641026 IS=0.05490785256410257 Specificity=0.08237179487179488, wd=0.027443910256410256, wds=0.05490785256410257 
Fair_disc for classes 16 index 110 is: l2=0.007546409895205784 l1=0.023843344155844153 IS=0.03372903138528138 Specificity=0.04361471861471862, wd=0.023843344155844156, wds=0.03372903138528139 
Fair_disc for classes 16 index 111 is: l2=0.008394361714646218 l1=0.027443910256410256 IS=0.04085870726495726 Specificity=0.05427350427350426, wd=0.027443910256410256, wds=0.04085870726495726 
Fair_disc for classes 16 index 112 is: l2=0.008913700104682287 l1=0.02904647435897436 IS=0.04112580128205129 Specificity=0.05320512820512821, wd=0.02904647435897436, wds=0.04112580128205129 
Fair_disc for classes 16 index 113 is: l2=0.008907620508587016 l1=0.03125 IS=0.040208333333333325 Specificity=0.04916666666666665, wd=0.03125, wds=0.040208333333333325 
Fair_disc for classes 16 index 114 is: l2=0.007844894748494619 l1=0.02713815789473684 IS=0.028426535087719286 Specificity=0.029714912280701736, wd=0.027138157894736843, wds=0.02842653508771929 
Fair_disc for classes 16 index 115 is: l2=0.009325296862441679 l1=0.03233781645569621 IS=0.048605617088607604 Specificity=0.064873417721519, wd=0.0323378164556962, wds=0.0486056170886076 
Fair_disc for classes 16 index 116 is: l2=0.008833522264480078 l1=0.03327922077922078 IS=0.03704004329004329 Specificity=0.040800865800865796, wd=0.033279220779220776, wds=0.03704004329004329 
Fair_disc for classes 16 index 117 is: l2=0.006316731700549842 l1=0.0234375 IS=0.02098410087719297 Specificity=0.01853070175438594, wd=0.023437499999999997, wds=0.02098410087719297 
Fair_disc for classes 16 index 118 is: l2=0.009607034301507852 l1=0.03365384615384615 IS=0.0423611111111111 Specificity=0.051068376068376053, wd=0.03365384615384615, wds=0.0423611111111111 
Fair_disc for classes 16 index 119 is: l2=0.008555193336187566 l1=0.027788765822784812 IS=0.04717497362869198 Specificity=0.06656118143459915, wd=0.02778876582278481, wds=0.047174973628691975 
Fair_disc for classes 16 index 120 is: l2=0.008555193336187566 l1=0.0278876582278481 IS=0.03282568565400844 Specificity=0.03776371308016878, wd=0.027887658227848104, wds=0.03282568565400844 
Fair_disc for classes 16 index 121 is: l2=0.00819381912632931 l1=0.0296875 IS=0.02635416666666666 Specificity=0.023020833333333324, wd=0.029687500000000006, wds=0.026354166666666665 
Fair_disc for classes 16 index 122 is: l2=0.010063987730032427 l1=0.03064903846153846 IS=0.06270699786324786 Specificity=0.09476495726495726, wd=0.030649038461538464, wds=0.06270699786324786 
Fair_disc for classes 16 index 123 is: l2=0.010658722391776702 l1=0.033279220779220776 IS=0.06490800865800865 Specificity=0.09653679653679653, wd=0.03327922077922078, wds=0.06490800865800866 
Fair_disc for classes 16 index 124 is: l2=0.00879699680446559 l1=0.02802083333333333 IS=0.05134375000000001 Specificity=0.07466666666666669, wd=0.028020833333333335, wds=0.05134375000000001 
Fair_disc for classes 16 index 125 is: l2=0.008215212045453392 l1=0.02678571428571428 IS=0.04174783549783549 Specificity=0.056709956709956696, wd=0.026785714285714288, wds=0.04174783549783549 
Fair_disc for classes 16 index 126 is: l2=0.011435657061292535 l1=0.037282436708860764 IS=0.06305050105485233 Specificity=0.08881856540084387, wd=0.037282436708860764, wds=0.06305050105485233 
Fair_disc for classes 16 index 127 is: l2=0.009935574333042665 l1=0.035256410256410256 IS=0.0577991452991453 Specificity=0.08034188034188035, wd=0.035256410256410256, wds=0.0577991452991453 
Fair_disc for classes 16 index 128 is: l2=0.008758620882673391 l1=0.02810470779220779 IS=0.05690949675324675 Specificity=0.0857142857142857, wd=0.028104707792207792, wds=0.05690949675324675 
Fair_disc for classes 16 index 129 is: l2=0.008683073415314395 l1=0.029017857142857137 IS=0.042214556277056274 Specificity=0.05541125541125541, wd=0.029017857142857144, wds=0.04221455627705628 
Fair_disc for classes 16 index 130 is: l2=0.009120506995402481 l1=0.03289473684210526 IS=0.03717105263157894 Specificity=0.04144736842105262, wd=0.03289473684210526, wds=0.03717105263157894 
Fair_disc for classes 16 index 131 is: l2=0.00750600720961346 l1=0.02423878205128205 IS=0.03305956196581197 Specificity=0.0418803418803419, wd=0.024238782051282052, wds=0.03305956196581197 
Fair_disc for classes 16 index 132 is: l2=0.0110829641269654 l1=0.03388798701298701 IS=0.06418425324675325 Specificity=0.0944805194805195, wd=0.033887987012987016, wds=0.06418425324675325 
Fair_disc for classes 16 index 133 is: l2=0.010501075658718877 l1=0.033854166666666664 IS=0.05602964743589743 Specificity=0.0782051282051282, wd=0.033854166666666664, wds=0.05602964743589743 
Fair_disc for classes 16 index 134 is: l2=0.009955597866912401 l1=0.031960227272727265 IS=0.05715976731601731 Specificity=0.08235930735930735, wd=0.03196022727272727, wds=0.05715976731601731 
Fair_disc for classes 16 index 135 is: l2=0.008470502608920662 l1=0.027443910256410256 IS=0.040698450854700856 Specificity=0.053952991452991456, wd=0.027443910256410256, wds=0.040698450854700856 
Fair_disc for classes 16 index 136 is: l2=0.008161678200105514 l1=0.027243589743589744 IS=0.041132478632478625 Specificity=0.055021367521367506, wd=0.027243589743589744, wds=0.041132478632478625 
Fair_disc for classes 16 index 137 is: l2=0.010463919356338053 l1=0.037183544303797465 IS=0.04944620253164557 Specificity=0.06170886075949367, wd=0.03718354430379746, wds=0.04944620253164556 
Fair_disc for classes 16 index 138 is: l2=0.007244848285266476 l1=0.02564102564102564 IS=0.03402777777777778 Specificity=0.04241452991452993, wd=0.02564102564102564, wds=0.03402777777777778 
Fair_disc for classes 16 index 139 is: l2=0.00905661422712926 l1=0.030248397435897433 IS=0.041566506410256415 Specificity=0.05288461538461539, wd=0.030248397435897436, wds=0.041566506410256415 
Fair_disc for classes 16 index 140 is: l2=0.010282908173699335 l1=0.034117879746835444 IS=0.04105683016877638 Specificity=0.04799578059071731, wd=0.034117879746835444, wds=0.04105683016877638 
Fair_disc for classes 16 index 141 is: l2=0.010127583861990815 l1=0.030649038461538464 IS=0.06265357905982906 Specificity=0.09465811965811965, wd=0.03064903846153846, wds=0.06265357905982906 
Fair_disc for classes 16 index 142 is: l2=0.009472428219180202 l1=0.03365384615384616 IS=0.035309829059829066 Specificity=0.03696581196581197, wd=0.03365384615384616, wds=0.035309829059829066 
Fair_disc for classes 16 index 143 is: l2=0.009555057597551191 l1=0.030427631578947366 IS=0.042955043859649114 Specificity=0.055482456140350855, wd=0.030427631578947366, wds=0.042955043859649114 
Fair_disc for classes 16 index 144 is: l2=0.008606862849207994 l1=0.028409090909090908 IS=0.04954004329004328 Specificity=0.07067099567099565, wd=0.02840909090909091, wds=0.04954004329004328 
Fair_disc for classes 16 index 145 is: l2=0.007719044887017141 l1=0.024147727272727272 IS=0.03371888528138528 Specificity=0.043290043290043295, wd=0.024147727272727272, wds=0.03371888528138528 
Fair_disc for classes 16 index 146 is: l2=0.013260435357485549 l1=0.04816060126582279 IS=0.07381658755274262 Specificity=0.09947257383966245, wd=0.04816060126582279, wds=0.07381658755274262 
Fair_disc for classes 16 index 147 is: l2=0.0094724282191802 l1=0.03345352564102565 IS=0.042688301282051276 Specificity=0.051923076923076905, wd=0.03345352564102565, wds=0.042688301282051276 
Fair_disc for classes 16 index 148 is: l2=0.009755044920228826 l1=0.030032467532467532 IS=0.06409632034632035 Specificity=0.09816017316017316, wd=0.03003246753246753, wds=0.06409632034632035 
Fair_disc for classes 16 index 149 is: l2=0.008981451289095261 l1=0.031960227272727265 IS=0.03589353354978354 Specificity=0.03982683982683982, wd=0.03196022727272727, wds=0.03589353354978354 
Fair_disc for classes 16 index 150 is: l2=0.012039246154901217 l1=0.03886217948717949 IS=0.07162126068376068 Specificity=0.10438034188034188, wd=0.03886217948717949, wds=0.07162126068376068 
